,line number,filename_x,buggy commit,bug_inducing_commit,buggy author,author experience,project progress,timedelta (month),id,filename_y,fix commit,type error lines,directory,issue id,project name
476,16,TriblerGUI/core_manager.py,743adf0,a5bc66e859ee117fa12ff3153176c912c3a6d1c7,Martijn de Vos,610,12291,12,397,Tribler/Core/Libtorrent/LibtorrentMgr.py,3bb6917,515,397/tribler,2693,tribler
477,114,TriblerGUI/core_manager.py,743adf0,a5bc66e859ee117fa12ff3153176c912c3a6d1c7,Martijn de Vos,610,12291,12,397,Tribler/Core/Libtorrent/LibtorrentMgr.py,3bb6917,515,397/tribler,2693,tribler
478,115,TriblerGUI/core_manager.py,743adf0,a5bc66e859ee117fa12ff3153176c912c3a6d1c7,Martijn de Vos,610,12291,12,397,Tribler/Core/Libtorrent/LibtorrentMgr.py,3bb6917,515,397/tribler,2693,tribler
479,116,TriblerGUI/core_manager.py,743adf0,a5bc66e859ee117fa12ff3153176c912c3a6d1c7,Martijn de Vos,610,12291,12,397,Tribler/Core/Libtorrent/LibtorrentMgr.py,3bb6917,515,397/tribler,2693,tribler
480,10,TriblerGUI/dialogs/feedbackdialog.py,743adf0,a5bc66e859ee117fa12ff3153176c912c3a6d1c7,Martijn de Vos,610,12291,12,397,Tribler/Core/Libtorrent/LibtorrentMgr.py,3bb6917,515,397/tribler,2693,tribler
481,234,TriblerGUI/tribler_window.py,743adf0,1397c6c1cad85a8961b6146bb73313ed72d38c90,Martijn de Vos,647,12333,12,397,Tribler/Core/Libtorrent/LibtorrentMgr.py,3bb6917,515,397/tribler,2693,tribler
482,242,TriblerGUI/tribler_window.py,743adf0,1397c6c1cad85a8961b6146bb73313ed72d38c90,Martijn de Vos,647,12333,12,397,Tribler/Core/Libtorrent/LibtorrentMgr.py,3bb6917,515,397/tribler,2693,tribler
483,243,TriblerGUI/tribler_window.py,743adf0,1397c6c1cad85a8961b6146bb73313ed72d38c90,Martijn de Vos,647,12333,12,397,Tribler/Core/Libtorrent/LibtorrentMgr.py,3bb6917,515,397/tribler,2693,tribler
484,246,TriblerGUI/tribler_window.py,743adf0,a5bc66e859ee117fa12ff3153176c912c3a6d1c7,Martijn de Vos,610,12291,12,397,Tribler/Core/Libtorrent/LibtorrentMgr.py,3bb6917,515,397/tribler,2693,tribler
485,393,TriblerGUI/tribler_window.py,743adf0,a5bc66e859ee117fa12ff3153176c912c3a6d1c7,Martijn de Vos,610,12291,12,397,Tribler/Core/Libtorrent/LibtorrentMgr.py,3bb6917,515,397/tribler,2693,tribler
486,87,TriblerGUI/widgets/channel_torrent_list_item.py,743adf0,a5bc66e859ee117fa12ff3153176c912c3a6d1c7,Martijn de Vos,610,12291,12,397,Tribler/Core/Libtorrent/LibtorrentMgr.py,3bb6917,515,397/tribler,2693,tribler
487,88,TriblerGUI/widgets/channel_torrent_list_item.py,743adf0,a5bc66e859ee117fa12ff3153176c912c3a6d1c7,Martijn de Vos,610,12291,12,397,Tribler/Core/Libtorrent/LibtorrentMgr.py,3bb6917,515,397/tribler,2693,tribler
488,89,TriblerGUI/widgets/channel_torrent_list_item.py,743adf0,a5bc66e859ee117fa12ff3153176c912c3a6d1c7,Martijn de Vos,610,12291,12,397,Tribler/Core/Libtorrent/LibtorrentMgr.py,3bb6917,515,397/tribler,2693,tribler
489,91,TriblerGUI/widgets/channel_torrent_list_item.py,743adf0,a5bc66e859ee117fa12ff3153176c912c3a6d1c7,Martijn de Vos,610,12291,12,397,Tribler/Core/Libtorrent/LibtorrentMgr.py,3bb6917,515,397/tribler,2693,tribler
490,91,TriblerGUI/widgets/createtorrentpage.py,743adf0,a5bc66e859ee117fa12ff3153176c912c3a6d1c7,Martijn de Vos,610,12291,12,397,Tribler/Core/Libtorrent/LibtorrentMgr.py,3bb6917,515,397/tribler,2693,tribler
491,23,TriblerGUI/widgets/downloadprogressbar.py,743adf0,a5bc66e859ee117fa12ff3153176c912c3a6d1c7,Martijn de Vos,610,12291,12,397,Tribler/Core/Libtorrent/LibtorrentMgr.py,3bb6917,515,397/tribler,2693,tribler
492,24,TriblerGUI/widgets/downloadprogressbar.py,743adf0,a5bc66e859ee117fa12ff3153176c912c3a6d1c7,Martijn de Vos,610,12291,12,397,Tribler/Core/Libtorrent/LibtorrentMgr.py,3bb6917,515,397/tribler,2693,tribler
493,26,TriblerGUI/widgets/downloadprogressbar.py,743adf0,a5bc66e859ee117fa12ff3153176c912c3a6d1c7,Martijn de Vos,610,12291,12,397,Tribler/Core/Libtorrent/LibtorrentMgr.py,3bb6917,515,397/tribler,2693,tribler
494,55,TriblerGUI/widgets/downloadwidgetitem.py,743adf0,a5bc66e859ee117fa12ff3153176c912c3a6d1c7,Martijn de Vos,610,12291,12,397,Tribler/Core/Libtorrent/LibtorrentMgr.py,3bb6917,515,397/tribler,2693,tribler
495,56,TriblerGUI/widgets/downloadwidgetitem.py,743adf0,a5bc66e859ee117fa12ff3153176c912c3a6d1c7,Martijn de Vos,610,12291,12,397,Tribler/Core/Libtorrent/LibtorrentMgr.py,3bb6917,515,397/tribler,2693,tribler
496,61,TriblerGUI/widgets/downloadwidgetitem.py,743adf0,a5bc66e859ee117fa12ff3153176c912c3a6d1c7,Martijn de Vos,610,12291,12,397,Tribler/Core/Libtorrent/LibtorrentMgr.py,3bb6917,515,397/tribler,2693,tribler
497,77,TriblerGUI/widgets/downloadwidgetitem.py,743adf0,a5bc66e859ee117fa12ff3153176c912c3a6d1c7,Martijn de Vos,610,12291,12,397,Tribler/Core/Libtorrent/LibtorrentMgr.py,3bb6917,515,397/tribler,2693,tribler
498,134,TriblerGUI/widgets/editchannelpage.py,743adf0,a5bc66e859ee117fa12ff3153176c912c3a6d1c7,Martijn de Vos,610,12291,12,397,Tribler/Core/Libtorrent/LibtorrentMgr.py,3bb6917,515,397/tribler,2693,tribler
499,252,TriblerGUI/widgets/editchannelpage.py,743adf0,a5bc66e859ee117fa12ff3153176c912c3a6d1c7,Martijn de Vos,610,12291,12,397,Tribler/Core/Libtorrent/LibtorrentMgr.py,3bb6917,515,397/tribler,2693,tribler
500,459,TriblerGUI/widgets/editchannelpage.py,743adf0,a5bc66e859ee117fa12ff3153176c912c3a6d1c7,Martijn de Vos,610,12291,12,397,Tribler/Core/Libtorrent/LibtorrentMgr.py,3bb6917,515,397/tribler,2693,tribler
501,460,TriblerGUI/widgets/editchannelpage.py,743adf0,a5bc66e859ee117fa12ff3153176c912c3a6d1c7,Martijn de Vos,610,12291,12,397,Tribler/Core/Libtorrent/LibtorrentMgr.py,3bb6917,515,397/tribler,2693,tribler
502,461,TriblerGUI/widgets/editchannelpage.py,743adf0,a5bc66e859ee117fa12ff3153176c912c3a6d1c7,Martijn de Vos,610,12291,12,397,Tribler/Core/Libtorrent/LibtorrentMgr.py,3bb6917,515,397/tribler,2693,tribler
503,46,TriblerGUI/widgets/manageplaylistpage.py,743adf0,a5bc66e859ee117fa12ff3153176c912c3a6d1c7,Martijn de Vos,610,12291,12,397,Tribler/Core/Libtorrent/LibtorrentMgr.py,3bb6917,515,397/tribler,2693,tribler
